img_mean,img_std,img_min,img_max,img_entropy,img_contrast,img_dissimilarity,img_homogeneity,img_energy,img_correlation,group,image_id
0.060743281687675066,0.12764326508718626,0.0,0.9725490196078431,3.814969188070196,97.54292505592844,3.5072307446468525,0.6905373316416595,0.39333922865231413,0.9540458699406911,HC,HC_0
0.11566594441731773,0.17285183922690714,0.0,0.9725490196078431,4.835988726094673,31.55977862035224,2.266626406555772,0.6829957597772933,0.3326886952663583,0.9918865184957714,HC,HC_1
0.09643808695353144,0.17790804974115243,0.0,1.0,4.523454460666168,205.4675964765101,5.688383868648131,0.5914558793444374,0.3237265439408359,0.9501637888945625,HC,HC_2
0.1188791312423407,0.17700830523808947,0.0,0.9686274509803922,4.862672000281188,31.89706916585127,2.250099376223092,0.685334037972881,0.33200774546505196,0.9921803451011133,HC,HC_3
0.12054008035098807,0.17829578708057356,0.0,1.0,4.877075019071037,31.599185114970645,2.253202972113503,0.6835189588675927,0.33143430704156557,0.9923647557462761,HC,HC_4
0.11505044675340838,0.17168777982559522,0.0,0.9882352941176471,4.832874922892363,30.76713857632093,2.263530454990215,0.6813972758247444,0.3327496719176071,0.9919826519932045,HC,HC_5
0.11505044675340838,0.17168777982559522,0.0,0.9882352941176471,4.832874922892363,30.76713857632093,2.263530454990215,0.6813972758247444,0.3327496719176071,0.9919826519932045,HC,HC_6
0.07670335712409965,0.14189138508134533,0.0,0.9294117647058824,4.211589411043994,126.53570429849793,4.469289309683606,0.6173641798849534,0.3658513653011166,0.9517507178533805,HC,HC_7
0.12172126022039677,0.1786314326069197,0.0,0.9882352941176471,4.881229834240171,32.019745291095894,2.2835127201565566,0.6801176507121575,0.3309686125826761,0.9922920747599113,HC,HC_8
0.07653829109768906,0.1596504324307554,0.0,0.9568627450980393,4.143399392583837,156.77793923777568,4.454782877916268,0.6678264303550757,0.3477149188900627,0.9527860536024364,HC,HC_9
0.08856589510804322,0.16352804754542846,0.0,0.9568627450980393,4.427130806631513,172.24017257909875,5.211249600511346,0.6004357277316907,0.32976515869823514,0.950552777215903,HC,HC_10
0.07523845475690276,0.15778120420944292,0.0,1.0,4.079189915938287,155.10966962288276,4.4359919303291795,0.6694479239556952,0.3610634386182771,0.9521750689510182,HC,HC_11
0.11638261383655026,0.17418967320005466,0.0,0.9529411764705882,4.835691096069711,32.3302654109589,2.274232509784736,0.6845047484689243,0.3328239968670906,0.9918156421998855,HC,HC_12
